taxon,lfc_(Intercept),lfc_Treatment1,lfc_Diet1,lfc_Timepoint1,lfc_Timepoint2,lfc_Timepoint3,lfc_TreatDiet1,lfc_TreatTime1,lfc_TreatTime2,lfc_TreatTime3,lfc_DietTime1,lfc_DietTime2,lfc_DietTime3,lfc_TreatDietTime1,lfc_TreatDietTime2,lfc_TreatDietTime3,se_(Intercept),se_Treatment1,se_Diet1,se_Timepoint1,se_Timepoint2,se_Timepoint3,se_TreatDiet1,se_TreatTime1,se_TreatTime2,se_TreatTime3,se_DietTime1,se_DietTime2,se_DietTime3,se_TreatDietTime1,se_TreatDietTime2,se_TreatDietTime3,W_(Intercept),W_Treatment1,W_Diet1,W_Timepoint1,W_Timepoint2,W_Timepoint3,W_TreatDiet1,W_TreatTime1,W_TreatTime2,W_TreatTime3,W_DietTime1,W_DietTime2,W_DietTime3,W_TreatDietTime1,W_TreatDietTime2,W_TreatDietTime3,p_(Intercept),p_Treatment1,p_Diet1,p_Timepoint1,p_Timepoint2,p_Timepoint3,p_TreatDiet1,p_TreatTime1,p_TreatTime2,p_TreatTime3,p_DietTime1,p_DietTime2,p_DietTime3,p_TreatDietTime1,p_TreatDietTime2,p_TreatDietTime3,q_(Intercept),q_Treatment1,q_Diet1,q_Timepoint1,q_Timepoint2,q_Timepoint3,q_TreatDiet1,q_TreatTime1,q_TreatTime2,q_TreatTime3,q_DietTime1,q_DietTime2,q_DietTime3,q_TreatDietTime1,q_TreatDietTime2,q_TreatDietTime3,diff_(Intercept),diff_Treatment1,diff_Diet1,diff_Timepoint1,diff_Timepoint2,diff_Timepoint3,diff_TreatDiet1,diff_TreatTime1,diff_TreatTime2,diff_TreatTime3,diff_DietTime1,diff_DietTime2,diff_DietTime3,diff_TreatDietTime1,diff_TreatDietTime2,diff_TreatDietTime3,passed_ss_(Intercept),passed_ss_Treatment1,passed_ss_Diet1,passed_ss_Timepoint1,passed_ss_Timepoint2,passed_ss_Timepoint3,passed_ss_TreatDiet1,passed_ss_TreatTime1,passed_ss_TreatTime2,passed_ss_TreatTime3,passed_ss_DietTime1,passed_ss_DietTime2,passed_ss_DietTime3,passed_ss_TreatDietTime1,passed_ss_TreatDietTime2,passed_ss_TreatDietTime3,name,nickname
Robinsoniella,0.3340900516537022,-0.8771926124045079,0.8146609224337682,-2.790749751539186,-2.144213130966651,-2.310234750531433,-0.17494300829064233,1.6687433814430848,1.1877494218732232,1.7119767117820492,2.531195427402827,0.5592332122535515,0.17979593013896153,-1.43630286364642,-0.7842010480069961,-0.19963788847769284,0.5201772236353311,0.8013299634247515,0.7022837159474966,0.6761439116332524,0.7388190958448039,0.8608679157894344,1.1092944702556444,0.8968945902589918,1.1306895100993368,1.1505933288844037,0.8492472571091443,0.8969810204723733,1.0046816721306027,1.2079102149470848,1.3411938258028762,1.404535850630833,0.642261976252761,-1.094670925139916,1.160016819320175,-4.127449354380814,-2.902216717226085,-2.6836111651494154,-0.1577065540138549,1.860579157870949,1.050464704292581,1.4879077331709838,2.98051645879796,0.6234615889186205,0.17895810695707517,-1.1890808156708406,-0.5847037414875895,-0.14213797987999205,0.5244109098121776,0.2802866154490855,0.25272094080239216,1.5590584782366218e-4,0.005696522088184213,0.009854512230031741,0.8754388236766906,0.06970929669446763,0.29916430270027783,0.14347115323347548,0.0047275308581057685,0.5362792419520229,0.8587430841403257,0.24126874826116845,0.5618533378987408,0.8876122918558309,0.7038146421163437,0.9828261738452355,0.9966408418155057,0.003975599119503385,0.0415032323567707,0.06811459644200682,1,0.5925290219029749,1,0.6706740854149189,0.016073604917559613,0.7225457191999598,1,0.8542948077281665,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Turicibacter,-1.2224029932389568,0.5586202985983908,0.00856470014896233,1.3944509901492341,0.517984360100737,0.36355746150571294,-0.4345976143473536,-0.2485302825913229,0.37431090858026417,-0.5374582293929626,1.448139962491172,1.293639463718833,2.0431135063867827,-1.4441335645398503,-1.3315329315028674,-1.0638158182833077,0.6250589075026753,0.9066106775412285,0.8696781726745413,0.7296659843087275,0.7451386568535568,0.7279066132067452,1.2641235882798516,1.0104413316706435,1.0838862610736757,0.9924280918816952,1.0230214370770248,1.0311971623285416,1.0037466640109718,1.4409359995271611,1.4212172808850767,1.3919001897321208,-1.955660464263882,0.616163379096081,0.009848125913776944,1.9110812620247222,0.6951516410220778,0.49945618697443095,-0.343793611935309,-0.24596211061597004,0.3453415012470768,-0.5415588633468787,1.4155519229673184,1.25450254420568,2.0354872196760296,-1.002219088851787,-0.9368961026660487,-0.7642903033787539,0.05281568375610978,0.5389469532124933,0.9921587177514664,0.058403001180277685,0.4883033043440129,0.6183815348898135,0.7315996514978027,0.8061328819478015,0.730441129252698,0.5891363803815131,0.1595222957963891,0.21209579199600154,0.04402601617960439,0.3182666930751993,0.35069607569187966,0.4462092697858867,0.1224363577982545,0.9828261738452355,1,0.29883802908591,0.8400988185064477,0.829933112615276,1,0.9561110925427414,1,0.834968192037004,0.2624399059876079,0.4006253848813362,0.09355528438165933,0.8542948077281665,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Eggerthella,-1.274289370301702,-0.22649227730664775,0.22390234380895682,0.6127228580229652,1.1784584655926023,1.0027581217589279,0.15004917865554535,0.5003787189152051,0.4613560359667499,0.2828025933826309,0.9555539115869485,0.5729505931109733,0.7813098411881563,-0.45848828486790555,-0.6101176748359619,-0.23713980973468252,0.32489078022295154,0.45333870410582083,0.443780977613877,0.4180921811054878,0.4177676353442446,0.4161849214800991,0.6351035980964539,0.5202097381245993,0.5885977786791394,0.5132497106177266,0.5792315816804355,0.5636793055637973,0.5582250950703723,0.7596869743376209,0.6974884088163287,0.6954970791056857,-3.9222084708813205,-0.49960939856963693,0.5045334412773519,1.4655209681339882,2.820846724092308,2.409405218701267,0.23625937422693866,0.9618788004990321,0.783822251252918,0.5510039022569757,1.6496923541612611,1.0164478054377086,1.399632241702894,-0.6035226354481941,-0.8747352172796117,-0.34096449411349355,1.2973527403416723e-4,0.6180341538219782,0.614577996439102,0.14532328560233762,0.005583557845083031,0.01745630073153524,0.813532477290452,0.33801229958365,0.43466292171848375,0.5826382462829449,0.10155020836866072,0.311405771295933,0.16413340931330164,0.5472746754338299,0.3834262725946719,0.7337132092042608,0.0022054996585808427,0.9828261738452355,0.9966408418155057,0.46321797285745114,0.0415032323567707,0.08902713373082971,1,0.8920606552801397,1,0.834968192037004,0.19919463949237293,0.48126346473007825,0.298957281249228,1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Lachnospiraceae_UCG-004,-0.7161374636795786,-0.31496433250343936,-0.22400742163287235,-0.33424947107409836,0.22997719745837436,0.15821769887521495,0.1475054735824894,0.34424453570882596,0.1826733875309009,0.6373457974385769,1.6825437052979244,0.9081634783904166,1.36670032888432,-0.6809393435981687,0.11491152981163202,-0.3436598498000724,0.38454063322585913,0.664677743015792,0.564809685916733,0.44705132649262597,0.4361451410908102,0.4345677605994282,0.9545524481058614,0.6723125600537366,0.7332936611200085,0.6554211669009065,0.6466727817504363,0.6241408910373627,0.6187432711279853,0.9929075428310893,0.9398171636529682,0.9332431568902634,-1.8623193540614909,-0.47386020641277316,-0.39660690533181936,-0.7476758288505195,0.5272951038344609,0.36408061807662573,0.1545284115872183,0.5120304991495491,0.2491135505683925,0.9724217489834862,2.6018471053375043,1.455061655840222,2.2088326332709673,-0.6858033746592337,0.12227009066846925,-0.36824256064754846,0.06543460076675556,0.6366629248250384,0.6925016076871263,0.45674352645487604,0.5994064020566707,0.7167309478313436,0.8775169132629578,0.609972801684759,0.8038815443513813,0.3335926983442973,0.010973997645134232,0.14944776378515628,0.029960208852101725,0.4947189599053955,0.90297629075987,0.7136092523850317,0.13348658556418133,0.9828261738452355,1,0.7279349952874586,0.8596950109352255,0.87031615093806,1,0.8920606552801397,1,0.7088844839816317,0.03497961749386536,0.2966692187699343,0.06945321142987218,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
[Clostridium]_innocuum_group,0.10865587515812968,-0.1908283217902639,0.5469140944247446,-0.7598599662699445,-0.9114303928578754,-0.7228918741550232,-0.28722310800357903,0.45948244906589186,0.28398875572752263,-0.1476852005363614,0.8023808941825906,0.14944063984130734,-0.4259797372540409,-1.0303534856612926,0.021680529920395947,0.7446801399872517,0.4506828177752426,0.6433668207321306,0.6066591741151921,0.4935314794841734,0.48986805773117115,0.48831139228358544,0.888840140368416,0.6671347515806675,0.6950814513132683,0.6390159077254245,0.6678106429960378,0.6553124096043971,0.6473518255512027,0.9317040329206718,0.8614711958672664,0.8701715406627185,0.2410916743942007,-0.2966088950205848,0.9015178831217953,-1.5396382963537216,-1.8605630199265788,-1.480391171654676,-0.3231437183794689,0.6887400903299113,0.40856903200475553,-0.23111349616012924,1.201509593472219,0.22804488004663695,-0.6580343492371101,-1.1058806758959474,0.02516686573434364,0.8557854459594333,0.8099632868774516,0.7673954520110474,0.36953646726770517,0.12685900223109803,0.06570962808022952,0.1418757677258071,0.7472713522499796,0.4925490640692868,0.6837280389984219,0.8176979938851219,0.23243288731087985,0.8200747447130446,0.5120359579934015,0.27139977724103653,0.9799718261862433,0.3941633946225169,0.9388210825170462,0.9828261738452355,0.9966408418155057,0.43132060758573326,0.2792659193409755,0.3842439909938035,1,0.8920606552801397,1,0.9929189925747908,0.35575864555365155,1,0.6872061541490389,0.8542948077281665,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Anaerostipes,0.5194419521997119,-0.4522432393390799,0.6130464753375521,-0.8068747164786824,-1.231476681715236,-1.0570204051359238,-0.39316928636830445,0.5211814790118072,0.7173605246676377,1.0670641452966876,-0.6143689761564066,-0.6340258238523079,-1.014859805514846,0.027710652873932675,0.16407671993309825,-0.029334671166311208,0.4223322398218608,0.6220829750579018,0.5548000589765997,0.50514420644168,0.4990645839604229,0.5136526932070575,0.8319181235418062,0.6739427086300133,0.7304324848608185,0.7465552019187697,0.6786268654568747,0.6664950393005582,0.6683481343794413,0.9657457815186257,0.898086064304159,0.9676105533522726,1.2299367730458177,-0.726982183199896,1.1049863196993803,-1.597315590655671,-2.467569772117701,-2.0578504096538053,-0.4726057471790932,0.7733320241289676,0.9821038077247186,1.429317138979351,-0.9053118988190846,-0.9512836352355681,-1.5184598464648058,0.028693527224481322,0.1826959870045702,-0.03031660936797523,0.2217891673757613,0.46903966947078846,0.2721021631013551,0.11493305893191656,0.016072600125823212,0.043040121891372206,0.6376208035955144,0.4418369662517976,0.32945152839543923,0.15722738488874832,0.3685753063690633,0.34479963363348964,0.13318450047455882,0.9771890040419184,0.8555507362200794,0.9758975020089138,0.33268375106364195,0.9828261738452355,0.9966408418155057,0.4186847146805532,0.07451841876518035,0.15678901546142732,1,0.8920606552801397,1,0.6706740854149189,0.4946668585479534,0.5171994504502344,0.2515707231186111,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Clostridium_sensu_stricto_1,-1.0783824064750658,-0.1566075592771633,0.015867381128868114,0.9066377521290404,0.2236759209623412,-0.15361650667722163,0.6892349985948781,-1.0105475076759733,2.6921857883378237,2.9948251833965887,0.47317731507390276,0.2630023377468124,1.6261385243563853,0.997842476030552,-3.1670233272170414,-1.7787642013212712,0.8542747876081663,1.5098054393372007,1.1944604323400687,1.130026699648533,1.3440863838435824,1.695630425503879,2.041930462890251,2.0050804199390284,2.337868025749028,2.5007587070257973,1.5688682921853372,1.968841223060274,2.0522187723127643,2.732405862247998,3.0221698244463924,3.139483367476036,-1.2623366885195866,-0.103726980441873,0.013284141273547514,0.8023153368066681,0.16641484033393156,-0.09059551206836386,0.3375408766953309,-0.5039935045132518,1.1515559298841413,1.1975666324714689,0.3016042311714999,0.13358229940859018,0.7923806887916709,0.36518823569263226,-1.0479302988200485,-0.5665786351183301,0.21188715431027283,0.9177440983511375,0.9894467449697039,0.4263359284912055,0.8685574159411612,0.9282014169758828,0.736928106406401,0.6163635874854321,0.2549568742822505,0.23670850073467725,0.7643075373679425,0.8943386146993575,0.4323695306039338,0.7165073911102119,0.29983796380556044,0.5735392886334207,0.3274619657522398,1,1,0.7279349952874586,1,1,1,0.8920606552801397,1,0.6706740854149189,0.8859019183128426,1,0.6300241731657321,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Butyricicoccus,-0.6281722728994299,1.2398477118369524,-0.11327637753561501,0.02087897052433791,0.42308059123336833,1.171179066546975,-0.36394456261073094,-0.6769545355159687,-1.070787788288042,-1.339820526995308,-0.09755543850637091,-0.029731404841397895,-0.4873696398817579,-0.4520622436410956,0.13069242937780726,0.1314517651242252,0.43026530115143785,0.6435837832589059,0.6421908090270102,0.5025727050174104,0.5050526871896002,0.4966128183418707,0.9064131617462795,0.6708937333562018,0.7348651465465611,0.6587349412385446,0.7727665733125483,0.7367137801668363,0.7268910824003284,1.0713952246074416,0.9457135562499769,0.9366338502102076,-1.4599649825778909,1.926474445267644,-0.1763905305764827,0.04154417921206965,0.8376959512632809,2.358334346780251,-0.4015217099336486,-1.0090339227487597,-1.4571214777570036,-2.033929647752092,-0.12624179393291932,-0.04035679207013736,-0.6704850997378775,-0.4219378929999719,0.13819451832332816,0.1403448797998531,0.14821355238572126,0.05761518438383037,0.860428903473297,0.9669917116532113,0.4050800021994343,0.021352945832349004,0.6890990316472237,0.31643932497277893,0.14957610924591638,0.045858067071350615,0.8998947334656361,0.9679156958334774,0.5046354502501831,0.6742719498750348,0.8904662447045286,0.88877467320874,0.26065141971282013,0.9828261738452355,1,1,0.8400988185064477,0.09348101774519403,1,0.8920606552801397,1,0.46775228412777625,1,1,0.6872061541490389,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Monoglobus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,NA
Erysipelatoclostridiaceae,0.16908022748326124,-0.9633370445357005,-0.4120050441629125,-0.9203898491638801,-0.502746607310548,-1.029885976690317,0.8225760603759799,0.6144669373156507,1.3948446175038185,1.0263297036594106,1.544622264095443,0.8855685691937834,1.466469797829757,-0.3324000982377081,-1.622002162157207,-1.226506330035262,0.4329231945649194,0.5856775891904021,0.5701564983992078,0.5564999201589357,0.7320185855141429,0.582406683224756,0.7951559853427789,0.6982582437515064,0.9628074857213498,0.7835849675374027,0.7236807665041409,0.8601467080596122,0.7338569850472814,0.9628301457782235,1.0829979922437456,0.9912935758416084,0.39055479033222984,-1.6448248359090316,-0.7226174661161855,-1.6538903525826525,-0.6867948673153391,-1.7683278821388022,1.0344838944039145,0.8799995457473253,1.4487263946216413,1.3097873825794406,2.1343972861915277,1.0295552617896078,1.9983046120836123,-0.3452323337560647,-1.4976963704214792,-1.237278602349418,0.697018202814048,0.10338973690116834,0.47171051788031326,0.10246182035720382,0.4941757755920281,0.08064635427111615,0.30357816695401874,0.3816780312071978,0.15116122029507045,0.193932471644131,0.03618885094875089,0.30632798145352275,0.04903277306079169,0.7309040017257424,0.13808732012883848,0.21960704066961134,0.8886982085879112,0.9828261738452355,0.9966408418155057,0.40196560293979955,0.8400988185064477,0.2570602542391827,1,0.8920606552801397,1,0.6706740854149189,0.08788720944696644,0.48126346473007825,0.10002685704401505,1,1,0.8300209672820491,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA
Dysgonomonas,1.4194899782949322,-0.3483595427978039,0.2862837548831279,-2.750007698573076,-3.466774439783877,-3.04276959329443,-0.08184387701169933,-1.1834162459556286,0.22437782394608338,-0.3899161548704849,0.07134770821035809,1.492726821924748,0.8662201405242278,1.560321034820245,-1.2029022945774401,-0.003509178971425358,0.6498507313487003,1.3392566928125573,0.9219202419711393,0.6157891758126279,0.7321508151211282,0.6559784654384863,1.7363455368962888,2.129985142755271,1.2733268084210012,1.333500326397112,0.8678294741458935,1.0170103828916846,0.9128732708413495,2.3988292463445844,1.65512826507375,1.7300129409385188,2.184332354830043,-0.2601140951300516,0.31052985046844217,-4.4658266279916665,-4.735055084532451,-4.638520551525273,-0.0471357084592707,-0.5555983570968971,0.17621385371154233,-0.292400494512042,0.08221397214075678,1.4677596679794458,0.9488941873890953,0.6504510636586218,-0.7267728549870669,-0.0020284119779599196,0.03466719496026848,0.795964630429049,0.7576491926355955,8.094796032666505e-5,3.61336969098648e-5,4.2085544769733767e-5,0.9625973896538771,0.581446307475586,0.8611900191973034,0.7713765757042312,0.9349539653228498,0.15124313113761356,0.34873464070030047,0.5182950084962934,0.4720112937212487,0.9983911014818283,0.11068588562816606,0.9828261738452355,1,0.003975599119503385,0.0011899195316819808,7.15454261085474e-4,1,0.8920606552801397,1,0.9929189925747908,1,0.2966692187699343,0.5231019610504507,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
